Fecha,residual
2021-01-01,36.52708662118887
2021-01-02,-6.500512926050106
2021-01-03,16.441584597438606
2021-01-04,-14.935135929551393
2021-01-05,18.59562333095215
2021-01-06,-3.5269903415292347
2021-01-07,10.324597997371988
2021-01-08,-3.914712959434091
2021-01-09,4.280062699154488
2021-01-10,-10.431656060642995
2021-01-11,0.4048316048761169
2021-01-12,7.944216506311953
2021-01-13,8.059589511771378
2021-01-14,6.207917779798976
2021-01-15,0.5596754697317579
2021-01-16,-8.86046403305032
2021-01-17,8.596728691052391
2021-01-18,4.356617341650143
2021-01-19,6.348128107010162
2021-01-20,-10.443677127908147
2021-01-21,7.703731229339159
2021-01-22,5.182462508685035
2021-01-23,14.376570638547996
2021-01-24,-4.740475924890291
2021-01-25,4.343516955499702
2021-01-26,-2.98992275660256
2021-01-27,2.9649242286307143
2021-01-28,-10.000509546183011
2021-01-29,20.222644095647144
2021-01-30,-3.8690831702520185
2021-01-31,12.833959897344101
2021-02-01,-22.8127118775211
2021-02-02,1.2052493976515706
2021-02-03,16.84749509751431
2021-02-04,8.158242782853058
2021-02-05,-3.1974890373964584
2021-02-06,3.344066143260086
2021-02-07,-12.191063079705081
2021-02-08,21.553179781551595
2021-02-09,11.592298231830725
2021-02-10,24.17143742899742
2021-02-11,-36.849664684067676
2021-02-12,-8.302524773941824
2021-02-13,5.272503746437702
2021-02-14,8.946080812602625
2021-02-15,-1.4273943630266963
2021-02-16,-0.6735547603176464
2021-02-17,-2.436353516077684
2021-02-18,14.31434198243134
2021-02-19,-10.312860307582419
2021-02-20,11.11236839308362
2021-02-21,-2.7322097996315193
2021-02-22,21.616284243851947
2021-02-23,-8.428010693533427
2021-02-24,1.031698724768745
2021-02-25,7.284412092732751
2021-02-26,2.39836698527699
2021-02-27,9.911874878872169
2021-02-28,4.106561706170638
2021-03-01,22.86157571712421
2021-03-02,-45.38236533398819
2021-03-03,4.275751256850622
2021-03-04,13.590781361203632
2021-03-05,1.9512264081457218
2021-03-06,20.63043372282707
2021-03-07,-1.7864698939307075
2021-03-08,-3.0126652493612767
2021-03-09,11.988130854590494
2021-03-10,-2.220555901899985
2021-03-11,-3.85643357469824
2021-03-12,14.945262903850505
2021-03-13,2.6082579263216346
2021-03-14,34.330425037139335
2021-03-15,-27.589570685043284
2021-03-16,7.768453211678477
2021-03-17,72.11342342287267
2021-03-18,29.597624461715668
2021-03-19,-77.59787371469342
2021-03-20,-18.9968019968251
2021-03-21,2.8545430481032916
2021-03-22,10.413343664160532
2021-03-23,48.68942791621434
2021-03-24,-37.965074265060395
2021-03-25,35.93834004870096
2021-03-26,-37.33920151722111
2021-03-27,16.066892057647905
2021-03-28,34.845610357733634
2021-03-29,-58.095920999696204
2021-03-30,16.157402690227347
2021-03-31,25.766374929750196
2021-04-01,-23.893676986916706
2021-04-02,19.843023801225662
2021-04-03,-5.006743049637331
2021-04-04,-6.593231631559842
2021-04-05,5.832857831065834
2021-04-06,6.283767843772104
2021-04-07,12.542467119081607
2021-04-08,-1.7749341146883353
2021-04-09,7.811931170211771
2021-04-10,3.008454563725124
2021-04-11,15.162008609542077
2021-04-12,-1.538360253313975
2021-04-13,-6.186506151610704
2021-04-14,9.356173776815382
2021-04-15,13.806703488649163
2021-04-16,-1.9569116869478265
2021-04-17,-23.766068632635267
2021-04-18,-15.97535887205385
2021-04-19,8.580149654017932
2021-04-20,11.917191163395781
2021-04-21,10.246334501177422
2021-04-22,3.270687989908403
2021-04-23,-2.6448196524453103
2021-04-24,12.621892346837264
2021-04-25,-3.3293599590726046
2021-04-26,18.771997425996897
2021-04-27,0.24005047058379603
2021-04-28,21.87469629497518
2021-04-29,-23.123360905739162
2021-04-30,-21.77816647855653
2021-05-01,4.485873002040714
2021-05-02,-0.9021098640326102
2021-05-03,11.607337991399454
2021-05-04,10.136664216492058
2021-05-05,-1.5764669710421053
2021-05-06,20.4384197919316
2021-05-07,-4.182335431446937
2021-05-08,8.277927219745838
2021-05-09,-7.535088950311241
2021-05-10,23.30869056522651
2021-05-11,-3.8478477188606846
2021-05-12,-17.042851602152076
2021-05-13,-13.492501090630496
2021-05-14,20.181328118204803
2021-05-15,4.114175035797848
2021-05-16,-6.032809480470116
2021-05-17,21.072197156069205
2021-05-18,13.622452776631373
2021-05-19,-5.928345799810884
2021-05-20,-7.6432263641416895
2021-05-21,16.016055428947336
2021-05-22,-4.357083825178979
