Fecha,Estacion,Horas_Registradas,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RH,SO2,SR,TOUT,WDR,WSR,RAINF
2020-01-01,CE,24.0,3.152173913043478,4.156521739130435,6.656521739130436,10.817391304347826,15.478260869565217,64.16695652173914,39.64391304347826,711.1521739130435,89.04347826086956,2.691304347826087,0.1599999999999999,12.357391304347829,198.1304347826087,2.4130434782608696,0.0
2020-01-02,CE,24.0,3.245,8.4125,9.229166666666666,17.6375,19.166666666666668,37.85695652173913,9.319130434782608,705.4083333333333,62.083333333333336,2.8791666666666664,0.1687083333333333,16.812916666666666,201.5,3.7625000000000006,0.0
2020-01-03,CE,24.0,2.91625,4.558333333333334,6.325,10.883333333333333,32.791666666666664,37.93958333333333,8.061666666666667,711.5333333333333,35.291666666666664,3.6375,0.1665416666666666,17.174583333333334,260.6666666666667,9.875,0.0
2020-01-04,CE,24.0,3.0245833333333336,5.670833333333333,9.579166666666666,15.245833333333335,25.75,47.49958333333333,16.165833333333335,719.6208333333334,39.16666666666666,3.9166666666666674,0.172625,14.604583333333332,179.95833333333334,3.679166666666667,0.0
2020-01-05,CE,24.0,3.1575,5.025,12.058333333333332,17.033333333333335,28.476190476190474,62.83833333333333,27.4575,718.2541666666666,40.083333333333336,7.495833333333334,0.1752083333333333,15.855416666666663,183.125,3.6625,0.0
2020-01-06,CE,24.0,3.520833333333333,9.325,19.20833333333333,28.504166666666663,25.291666666666668,93.91208333333334,35.165,714.2208333333333,33.125,9.25,0.1877083333333333,18.758333333333336,187.95833333333331,3.0583333333333336,0.0
2020-01-07,CE,24.0,3.028333333333333,4.2375,8.320833333333333,12.554166666666667,37.125,55.50875,12.225833333333334,719.1416666666668,33.208333333333336,5.933333333333334,0.1720833333333333,16.46375,101.58333333333331,7.479166666666667,0.0
2020-01-08,CE,24.0,3.26625,7.0125,10.066666666666668,17.05,29.291666666666668,67.69416666666667,23.54875,715.6041666666666,61.16666666666666,4.433333333333333,0.172875,15.363333333333337,153.375,4.9,0.0
2020-01-09,CE,24.0,3.9129166666666673,17.45,17.229166666666668,34.645833333333336,14.952380952380953,112.54708333333332,46.302083333333336,710.9,66.95833333333333,6.891666666666666,0.189625,17.2975,197.91666666666663,2.4166666666666665,0.0
2020-01-10,CE,24.0,4.16,16.420833333333334,20.541666666666664,36.954166666666666,13.208333333333334,149.2975,65.48416666666667,706.975,67.91666666666667,7.0375000000000005,0.1909999999999999,18.437083333333334,193.33333333333331,3.4125,0.0
2020-01-11,CE,24.0,3.111666666666667,4.891666666666667,7.0875,11.954166666666667,34.291666666666664,69.12833333333333,12.01,713.5875,26.0,3.766666666666667,0.1697916666666666,17.794166666666666,152.83333333333334,6.908333333333334,0.0
2020-01-12,CE,24.0,3.3525000000000005,4.995833333333334,10.9375,15.929166666666667,32.0,73.33166666666666,26.982916666666668,713.8000000000001,35.958333333333336,5.495833333333333,0.170375,15.317083333333334,177.625,3.975,0.0
2020-01-13,CE,24.0,4.014583333333333,15.0625,19.491666666666664,34.50416666666666,15.521739130434783,120.64416666666666,44.10625,713.7833333333334,49.958333333333336,10.358333333333333,0.1914583333333333,17.328333333333333,226.58333333333331,2.141666666666666,0.0
2020-01-14,CE,24.0,3.123333333333333,14.879166666666665,22.6125,37.47083333333333,27.52173913043478,159.0875,66.28375,712.4666666666666,51.79166666666666,12.604166666666666,0.1960833333333333,19.39333333333333,178.91666666666666,3.154166666666667,0.0
2020-01-15,CE,24.0,2.268333333333333,12.995833333333332,21.08333333333333,34.0625,12.173913043478262,158.45380952380953,73.00666666666666,712.1750000000001,68.58333333333333,6.929166666666666,0.1924583333333333,19.370833333333334,205.45833333333331,3.1666666666666665,0.0
2020-01-16,CE,24.0,1.8858333333333333,10.254166666666665,9.95,20.17083333333333,11.863636363636363,76.65375,34.21958333333333,714.0583333333334,75.0,2.725,0.1812083333333333,20.130416666666665,168.875,5.170833333333333,0.0
2020-01-17,CE,24.0,1.7587499999999998,9.500000000000002,7.308333333333333,16.779166666666665,12.458333333333334,47.95541666666667,17.505416666666665,714.0041666666666,85.70833333333333,2.0,0.1757083333333333,18.74833333333333,83.83333333333333,5.370833333333334,0.0
2020-01-18,CE,24.0,1.971666666666667,13.0625,9.104166666666666,22.154166666666665,16.416666666666668,66.13125000000001,28.3125,714.8916666666668,76.79166666666667,3.079166666666667,0.1824583333333333,19.364166666666662,132.5,4.445833333333334,0.0
2020-01-19,CE,24.0,1.575,5.216666666666666,7.704166666666667,12.891666666666666,20.75,53.28416666666667,16.365,719.5041666666667,61.04166666666666,4.125,0.169,13.748333333333331,65.08333333333333,6.641666666666667,0.0
2020-01-20,CE,24.0,1.43625,3.7083333333333335,4.691666666666666,8.4,36.083333333333336,35.674166666666665,8.99875,721.3083333333334,51.91666666666666,2.495833333333333,0.163625,12.050000000000002,120.41666666666669,7.970833333333334,0.0
2020-01-21,CE,24.0,1.5520833333333333,3.954166666666666,6.262499999999999,10.1875,28.95833333333333,17.0,10.832,718.15,75.04166666666667,1.9625,0.1619583333333333,10.98375,102.20833333333331,7.054166666666667,0.0
2020-01-22,CE,24.0,2.3270833333333334,21.3375,11.120833333333332,32.4,13.38095238095238,59.54166666666666,23.716833333333334,711.2875,74.25,3.4375,0.1834166666666666,14.036666666666669,211.20833333333331,3.4375,0.0
2020-01-23,CE,24.0,2.36375,22.979166666666668,10.3625,33.300000000000004,24.13636363636364,69.33333333333333,36.60166666666667,711.1875,55.5,5.375,0.1886666666666666,17.495,157.16666666666666,4.583333333333333,0.0
2020-01-24,CE,24.0,1.63875,4.529166666666667,5.625,10.129166666666668,35.916666666666664,23.91304347826087,14.88,713.7833333333333,58.16666666666666,3.920833333333333,0.1659166666666666,16.318749999999998,106.75,8.8375,0.0
2020-01-25,CE,24.0,2.2404166666666665,12.9125,12.870833333333332,25.741666666666664,15.0,56.083333333333336,16.594444444444445,712.2374999999998,76.70833333333333,3.545833333333333,0.1797083333333333,15.818333333333332,143.41666666666666,3.2458333333333336,0.0
