;Fecha y hora;CO;NO;NO2;NOX;O3;PM10;PM2.5;PRS;RAINF;RH;SO2;SR;TOUT;WSR;WDR
104;2023-01-05 08:00:00;1.42;28.3;39.7;68.3;4.0;107.0;;717.0;0.0;45.0;7.7;0.007;13.42;4.3;236.0
105;2023-01-05 09:00:00;1.61;53.8;43.1;97.2;6.0;110.0;;717.6;0.0;36.0;9.7;0.035;16.22;5.5;202.0
106;2023-01-05 10:00:00;1.54;44.6;46.5;91.4;9.0;139.0;;717.8;0.0;28.0;9.3;0.093;19.63;4.7;235.0
107;2023-01-05 11:00:00;1.55;33.8;49.2;83.1;18.0;130.0;;717.7;0.0;24.0;9.1;0.429;22.13;4.3;54.0
108;2023-01-05 12:00:00;1.72;29.2;54.9;84.3;22.0;150.0;;717.4;0.0;27.0;12.9;0.555;23.17;6.3;49.0
109;2023-01-05 13:00:00;1.39;15.6;43.1;58.9;38.0;141.0;;716.8;0.0;27.0;16.4;0.623;23.39;9.4;53.0
110;2023-01-05 14:00:00;1.34;7.9;32.9;40.9;55.0;141.0;;716.0;0.0;26.0;8.6;0.607;24.22;10.8;56.0
111;2023-01-05 15:00:00;1.31;6.1;28.0;34.2;66.0;129.0;;715.5;0.0;25.0;6.1;0.518;24.91;12.7;50.0
112;2023-01-05 16:00:00;1.28;4.8;23.6;28.7;72.0;127.0;;715.1;0.0;26.0;5.5;0.296;25.33;13.2;65.0
113;2023-01-05 17:00:00;1.14;4.1;16.4;20.7;61.0;103.0;;715.0;0.0;25.0;4.6;0.068;25.04;12.4;79.0
114;2023-01-05 18:00:00;1.22;4.0;21.1;25.1;51.0;76.0;18.0;715.1;0.0;28.0;4.5;0.021;23.96;8.8;72.0
115;2023-01-05 19:00:00;1.34;3.9;27.8;31.7;35.0;70.0;16.0;715.2;0.0;31.0;4.0;0.002;22.86;4.9;91.0
116;2023-01-05 20:00:00;1.42;4.7;32.9;37.6;19.0;77.0;17.0;715.4;0.0;35.0;3.8;0.001;21.7;2.0;93.0
117;2023-01-05 21:00:00;1.39;4.5;32.1;36.7;14.0;71.0;19.0;715.7;0.0;39.0;3.5;0.001;20.59;0.7;107.0
118;2023-01-05 22:00:00;1.05;3.8;10.7;14.5;30.0;65.0;15.0;715.9;0.0;42.0;3.3;0.001;21.2;8.1;115.0
119;2023-01-05 23:00:00;1.01;3.5;7.1;10.6;31.0;51.0;12.0;715.8;0.0;48.0;3.2;0.001;20.72;9.5;113.0
120;2023-01-06 00:00:00;1.09;3.6;14.0;17.5;22.0;47.0;13.0;715.7;0.0;55.0;3.2;0.001;19.52;4.2;65.0
121;2023-01-06 01:00:00;1.15;4.7;27.0;31.8;7.0;53.0;18.0;715.7;0.0;65.0;4.3;0.0;17.57;5.3;358.0
122;2023-01-06 02:00:00;1.14;4.4;25.2;29.5;7.0;125.0;17.0;715.5;0.0;71.0;4.8;0.001;16.46;3.2;6.0
123;2023-01-06 03:00:00;1.11;3.6;15.3;18.9;12.0;116.0;17.0;715.3;0.0;77.0;4.7;0.001;15.49;3.6;47.0
124;2023-01-06 04:00:00;1.11;3.6;17.1;20.8;10.0;86.0;;715.2;0.0;79.0;5.9;0.001;15.45;3.1;30.0
125;2023-01-06 05:00:00;1.26;;14.9;18.5;13.0;71.0;28.0;715.1;0.0;79.0;5.8;0.001;15.5;2.7;358.0
126;2023-01-06 06:00:00;1.37;4.0;16.2;20.2;11.0;76.0;32.0;715.1;0.0;77.0;4.6;0.001;15.52;4.2;326.0
127;2023-01-06 07:00:00;1.28;10.9;19.9;30.8;8.0;73.0;31.0;715.2;0.0;75.0;4.1;0.001;15.36;2.3;271.0
128;2023-01-06 08:00:00;1.5;41.1;32.8;73.9;4.0;99.0;32.0;715.5;0.0;69.0;6.0;0.004;15.05;5.8;214.0
129;2023-01-06 09:00:00;1.59;39.2;31.9;71.1;4.0;170.0;32.0;715.8;0.0;69.0;7.3;0.05;15.09;7.1;228.0
130;2023-01-06 10:00:00;1.5;25.9;31.4;57.4;8.0;169.0;34.0;716.1;0.0;67.0;8.0;0.147;16.18;5.3;206.0
131;2023-01-06 11:00:00;1.38;16.1;25.1;41.2;16.0;158.0;49.0;716.1;0.0;60.0;6.3;0.371;18.73;3.2;16.0
132;2023-01-06 12:00:00;1.7;17.7;29.7;47.4;20.0;114.0;50.0;715.8;0.0;57.0;5.4;0.502;19.94;4.1;13.0
133;2023-01-06 13:00:00;1.85;20.4;44.6;64.9;25.0;112.0;51.0;714.9;0.0;53.0;8.2;0.56;21.0;4.9;18.0
134;2023-01-06 14:00:00;1.71;11.9;41.1;53.0;42.0;156.0;74.0;714.0;0.0;47.0;10.0;0.56;22.33;5.3;50.0
135;2023-01-06 15:00:00;1.48;6.5;25.3;31.7;57.0;148.0;83.0;713.5;0.0;45.0;5.9;0.491;23.31;6.1;39.0
136;2023-01-06 16:00:00;1.22;5.6;15.8;21.4;47.0;116.0;83.0;713.1;0.0;42.0;5.0;0.321;24.26;7.8;42.0
137;2023-01-06 17:00:00;1.2;5.1;15.6;20.8;43.0;78.0;;712.8;0.0;37.0;4.3;0.085;25.02;5.3;81.0
138;2023-01-06 18:00:00;1.2;3.9;13.3;17.2;39.0;69.0;41.0;712.9;0.0;41.0;3.5;0.022;23.63;6.6;103.0
139;2023-01-06 19:00:00;1.31;4.3;22.0;26.2;27.0;58.0;19.0;713.0;0.0;45.0;3.4;0.002;22.49;5.5;104.0
140;2023-01-06 20:00:00;1.25;3.6;18.9;22.5;24.0;63.0;19.0;713.2;0.0;49.0;3.2;0.001;21.87;6.6;118.0
141;2023-01-06 21:00:00;1.16;3.6;13.2;16.8;26.0;53.0;21.0;713.4;0.0;50.0;3.2;0.001;21.67;7.0;120.0
142;2023-01-06 22:00:00;1.21;3.7;16.9;20.6;21.0;43.0;25.0;713.7;0.0;52.0;3.1;0.001;20.8;2.2;145.0
143;2023-01-06 23:00:00;1.59;8.8;38.4;47.2;6.0;57.0;28.0;713.8;0.0;55.0;3.7;0.001;19.01;3.3;217.0
144;2023-01-07 00:00:00;1.67;15.4;45.4;60.8;4.0;82.0;44.0;713.7;0.0;56.0;5.7;0.001;18.19;2.8;230.0
145;2023-01-07 01:00:00;1.6;15.6;42.2;57.8;3.0;124.0;45.0;713.4;0.0;59.0;6.7;0.001;17.61;4.0;230.0
146;2023-01-07 02:00:00;1.55;16.9;34.3;51.1;3.0;109.0;34.0;713.2;0.0;68.0;4.5;0.001;16.9;3.0;263.0
147;2023-01-07 03:00:00;1.45;12.6;30.1;42.8;2.0;91.0;34.0;712.8;0.0;74.0;3.5;0.001;15.97;2.4;246.0
148;2023-01-07 04:00:00;1.46;13.6;34.9;48.5;3.0;82.0;36.0;712.5;0.0;66.0;3.7;0.001;15.25;1.2;247.0
149;2023-01-07 05:00:00;1.44;22.8;34.2;57.0;3.0;93.0;39.0;712.4;0.0;67.0;3.8;0.001;14.89;1.9;269.0
150;2023-01-07 06:00:00;1.33;18.1;29.4;47.4;3.0;115.0;42.0;712.2;0.0;76.0;3.4;0.001;14.59;2.2;232.0
151;2023-01-07 07:00:00;1.32;10.6;23.3;33.9;;114.0;52.0;712.4;0.0;81.0;3.1;0.001;14.12;1.0;224.0
152;2023-01-07 08:00:00;1.46;29.1;25.1;54.3;;104.0;53.0;712.8;0.0;80.0;3.1;0.006;13.76;1.7;257.0
153;2023-01-07 09:00:00;1.79;55.8;34.4;90.2;4.0;106.0;49.0;713.0;0.0;63.0;3.6;0.035;16.53;1.5;315.0
154;2023-01-07 10:00:00;1.89;63.7;46.3;110.0;8.0;142.0;48.0;713.4;0.0;43.0;5.5;0.08;20.69;2.8;25.0
155;2023-01-07 11:00:00;2.11;40.1;47.0;87.1;12.0;141.0;48.0;714.0;0.0;48.0;4.9;0.377;21.16;5.7;58.0
156;2023-01-07 12:00:00;1.73;15.9;33.3;49.2;24.0;173.0;;714.0;0.0;47.0;5.3;0.528;22.44;5.3;73.0
157;2023-01-07 13:00:00;1.28;9.4;21.0;30.4;32.0;122.0;43.0;713.5;0.0;43.0;5.2;0.603;24.25;6.4;86.0
158;2023-01-07 14:00:00;1.17;6.1;14.9;21.1;42.0;105.0;42.0;712.9;0.0;35.0;5.0;0.601;26.13;5.6;72.0
159;2023-01-07 15:00:00;1.16;5.1;13.2;18.3;47.0;85.0;42.0;712.6;0.0;36.0;4.4;0.517;26.48;8.4;89.0
160;2023-01-07 16:00:00;1.09;4.6;11.0;15.7;44.0;75.0;;712.4;0.0;32.0;4.3;0.333;27.43;6.1;58.0
161;2023-01-07 17:00:00;1.21;4.4;15.3;19.7;47.0;59.0;32.0;712.7;0.0;38.0;3.8;0.092;26.34;9.7;69.0
162;2023-01-07 18:00:00;1.23;4.1;16.6;20.7;39.0;76.0;26.0;713.2;0.0;46.0;6.0;0.027;24.58;9.8;70.0
163;2023-01-07 19:00:00;1.31;3.9;21.5;25.3;24.0;68.0;26.0;713.6;0.0;49.0;6.3;0.002;23.18;7.5;73.0
164;2023-01-07 20:00:00;1.38;4.4;24.9;29.4;13.0;75.0;;714.2;0.0;55.0;5.2;0.0;21.98;8.1;27.0
165;2023-01-07 21:00:00;1.49;4.2;18.2;22.4;15.0;69.0;;715.0;0.0;59.0;4.1;0.0;20.7;7.9;5.0
166;2023-01-07 22:00:00;1.46;3.7;14.9;18.7;17.0;63.0;;715.3;0.0;62.0;3.7;0.001;19.9;6.3;54.0
167;2023-01-07 23:00:00;1.31;3.6;19.9;23.5;11.0;52.0;24.0;715.6;0.0;65.0;3.6;0.001;19.33;6.2;91.0
168;2023-01-08 00:00:00;1.28;3.5;19.9;23.7;11.0;59.0;;715.6;0.0;66.0;3.3;0.001;18.74;5.8;92.0
169;2023-01-08 01:00:00;1.34;3.8;21.5;25.5;9.0;57.0;;715.6;0.0;67.0;3.2;0.001;18.35;4.7;145.0
170;2023-01-08 02:00:00;1.24;3.5;18.8;22.5;12.0;51.0;;715.5;0.0;68.0;3.1;0.001;17.9;4.8;114.0
171;2023-01-08 03:00:00;1.21;3.5;16.9;20.5;12.0;46.0;;715.4;0.0;67.0;3.0;0.001;18.01;3.6;117.0
172;2023-01-08 04:00:00;1.31;4.3;22.9;27.4;8.0;51.0;;715.4;0.0;66.0;3.1;0.001;18.06;5.3;93.0
173;2023-01-08 05:00:00;1.13;3.4;13.4;17.0;16.0;64.0;;715.5;0.0;65.0;3.1;0.001;17.93;6.1;121.0
174;2023-01-08 06:00:00;1.15;3.3;12.1;15.6;18.0;51.0;;715.7;0.0;65.0;3.0;0.001;17.93;5.7;134.0
175;2023-01-08 07:00:00;1.23;3.3;11.2;14.7;19.0;49.0;;716.1;0.0;64.0;2.9;0.001;18.05;5.4;131.0
176;2023-01-08 08:00:00;1.2;3.5;17.1;20.7;14.0;43.0;;716.4;0.0;63.0;2.9;0.004;18.11;5.5;135.0
177;2023-01-08 09:00:00;1.19;4.1;17.1;21.4;15.0;50.0;;716.8;0.0;64.0;;0.035;18.19;4.1;141.0
178;2023-01-08 10:00:00;1.31;7.7;22.2;30.1;13.0;58.0;;717.4;0.0;59.0;3.0;0.086;18.35;7.4;97.0
179;2023-01-08 11:00:00;;;;;;;;;;;;;;;
180;2023-01-08 12:00:00;0.92;22.7;11.0;33.9;9.0;81.0;;;0.0;37.0;3.0;0.148;14.7;4.1;95.0
181;2023-01-08 13:00:00;1.18;14.9;27.4;42.5;14.0;;;716.8;0.0;47.0;4.5;0.253;20.25;5.4;106.0
182;2023-01-08 14:00:00;1.15;7.2;19.8;27.2;24.0;76.0;;716.0;0.0;46.0;4.8;0.255;20.79;7.1;110.0
183;2023-01-08 15:00:00;0.97;3.9;11.1;15.2;33.0;67.0;;715.4;0.0;43.0;4.1;0.249;21.23;7.2;99.0
184;2023-01-08 16:00:00;0.98;3.5;10.7;14.4;34.0;49.0;17.12;715.0;0.0;46.0;3.8;0.175;21.24;6.6;87.0
185;2023-01-08 17:00:00;1.03;3.2;10.6;13.9;35.0;44.0;18.05;715.0;0.0;46.0;3.6;0.098;21.05;7.0;97.0
186;2023-01-08 18:00:00;1.14;3.0;14.8;18.0;32.0;45.0;23.06;715.3;0.0;48.0;3.3;0.034;20.74;7.7;89.0
